line,section_or_table,literal,value,category,source_file,source_key_or_derivation,source_value,mapping_scope,status,context
608,tab:replication,0.994660,0.99466,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=A:r2_price_mean  [three-seed replication table (seeds 42/43/44), put arch A]",0.9946600295644292,global,ROUNDED-OK,Put  & A & $0.994660 \pm 0.001898$ & $0.979099 \pm 0.001424$ & $0.285924 \pm 0.009813$ \\
609,tab:replication,0.000611,0.000611,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=B:r2_log_filtered_std  [three-seed replication table (seeds 42/43/44), put arch B]",0.0006107558762047255,global,ROUNDED-OK,Put  & B & $0.995392 \pm 0.001403$ & $0.981738 \pm 0.000611$ & $0.267345 \pm 0.004491$ \\
609,tab:replication,0.001403,0.001403,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=B:r2_price_std  [three-seed replication table (seeds 42/43/44), put arch B]",0.0014031303419600647,global,ROUNDED-OK,Put  & B & $0.995392 \pm 0.001403$ & $0.981738 \pm 0.000611$ & $0.267345 \pm 0.004491$ \\
609,tab:replication,0.004491,0.004491,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=B:rmse_log_std  [three-seed replication table (seeds 42/43/44), put arch B]",0.004490981495692194,global,ROUNDED-OK,Put  & B & $0.995392 \pm 0.001403$ & $0.981738 \pm 0.000611$ & $0.267345 \pm 0.004491$ \\
609,tab:replication,0.267345,0.267345,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=B:rmse_log_mean  [three-seed replication table (seeds 42/43/44), put arch B]",0.2673452242084065,global,ROUNDED-OK,Put  & B & $0.995392 \pm 0.001403$ & $0.981738 \pm 0.000611$ & $0.267345 \pm 0.004491$ \\
609,tab:replication,0.981738,0.981738,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=B:r2_log_filtered_mean  [three-seed replication table (seeds 42/43/44), put arch B  [by-line review: put architecture-B across-seed mean R2(log)]]",0.9817375311197438,line,ROUNDED-OK,Put  & B & $0.995392 \pm 0.001403$ & $0.981738 \pm 0.000611$ & $0.267345 \pm 0.004491$ \\
609,tab:replication,0.995392,0.995392,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=B:r2_price_mean  [three-seed replication table (seeds 42/43/44), put arch B]",0.9953916566409164,global,ROUNDED-OK,Put  & B & $0.995392 \pm 0.001403$ & $0.981738 \pm 0.000611$ & $0.267345 \pm 0.004491$ \\
614,Architecture comparison: MLP head (A) vs.\ DeepONet (B),0.990996,0.990996,experiment output,results/replication_seeds_v5.csv,"option_type=call,arch=A:r2_log_filtered_mean  [three-seed replication table (seeds 42/43/44), call arch A  [by-line review: call architecture-A across-seed mean R2(log)]]",0.9909955128522142,line,ROUNDED-OK,"On calls, architectures A and B are effectively tied (0.990996 vs.\ 0.991075). The mean difference"
614,Architecture comparison: MLP head (A) vs.\ DeepONet (B),0.991075,0.991075,experiment output,results/replication_seeds_v5.csv,"option_type=call,arch=B:r2_log_filtered_mean  [three-seed replication table (seeds 42/43/44), call arch B  [by-line review: call architecture-B across-seed mean R2(log)]]",0.9910753688558561,line,ROUNDED-OK,"On calls, architectures A and B are effectively tied (0.990996 vs.\ 0.991075). The mean difference"
616,Architecture comparison: MLP head (A) vs.\ DeepONet (B),0.000073,7.3e-05,experiment output,results/replication_seeds_v5.csv,"option_type=call,arch=A:r2_log_filtered_std  [three-seed replication table (seeds 42/43/44), call arch A  [by-line review: call architecture-A across-seed std of R2(log)]]",7.262310760514898e-05,line,ROUNDED-OK,"B's: 0.000080 against 0.000073 for A and 0.000716 for B. On puts, architecture B's mean is somewhat"
616,Architecture comparison: MLP head (A) vs.\ DeepONet (B),0.000080,8e-05,derived statistic,results/replication_seeds_v5.csv,"abs(float(C('results/replication_seeds_v5.csv','option_type=call,arch=B','r2_log_filtered_mean')) - float(C('results/replication_seeds_v5.csv','option_type=call,arch=A','r2_log_filtered_mean')))  [A-vs-B mean difference on calls]",7.985600364190937e-05,global,DERIVED,"B's: 0.000080 against 0.000073 for A and 0.000716 for B. On puts, architecture B's mean is somewhat"
616,Architecture comparison: MLP head (A) vs.\ DeepONet (B),0.000716,0.000716,experiment output,results/replication_seeds_v5.csv,"option_type=call,arch=B:r2_log_filtered_std  [three-seed replication table (seeds 42/43/44), call arch B  [by-line review: call architecture-B across-seed std of R2(log)]]",0.0007163367621317302,line,ROUNDED-OK,"B's: 0.000080 against 0.000073 for A and 0.000716 for B. On puts, architecture B's mean is somewhat"
617,Architecture comparison: MLP head (A) vs.\ DeepONet (B),0.979099,0.979099,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=A:r2_log_filtered_mean  [three-seed replication table (seeds 42/43/44), put arch A  [by-line review: put architecture-A across-seed mean R2(log)]]",0.9790985808506814,line,ROUNDED-OK,"higher than architecture A's (0.981738 vs.\ 0.979099), but this reading rests on only three seeds and"
617,Architecture comparison: MLP head (A) vs.\ DeepONet (B),0.981738,0.981738,experiment output,results/replication_seeds_v5.csv,"option_type=put,arch=B:r2_log_filtered_mean  [three-seed replication table (seeds 42/43/44), put arch B  [by-line review: put architecture-B across-seed mean R2(log)]]",0.9817375311197438,line,ROUNDED-OK,"higher than architecture A's (0.981738 vs.\ 0.979099), but this reading rests on only three seeds and"
637,tab:ablation,42,42.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,seed  [canonical seed for all twelve core runs],42.0,global,EXACT,"\caption{Per-query vs.\ scalar-$\hat\sigma$ ablation, IV-surface branch, architecture A, seed 42. The"
639,tab:ablation,0.221896,0.221896,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=call&model_variant=per_query.rmse_log  [scalar-sigma ablation table, call/per_query (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",0.22189550632769936,global,ROUNDED-OK,"canonical Table~\ref{tab:t1} values; the separate ablation evaluator returns 0.221896, 0.977899, and"
639,tab:ablation,0.977899,0.977899,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=put&model_variant=per_query.r2_log_filtered  [scalar-sigma ablation table, put/per_query (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",0.9778994701678049,global,ROUNDED-OK,"canonical Table~\ref{tab:t1} values; the separate ablation evaluator returns 0.221896, 0.977899, and"
640,tab:ablation,0.294127,0.294127,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=put&model_variant=per_query.rmse_log  [scalar-sigma ablation table, put/per_query (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",0.29412698803348,global,ROUNDED-OK,0.294127 for the three cells where the two scripts differ. The scalar-control rows come from the
641,tab:ablation,4096,4096.0,dataset/config/provenance,results/ablation_evaluator_consistency_v5.json,"results.option_type=call&model_variant=scalar_sigma.paths.cpu_bs4096.batch_size  [canonical CPU ablation evaluator batch size (analysis/eval_ablation.py EVAL_BATCH), recorded per path in the evaluator-consistency artifact]",4096.0,global,EXACT,independent CPU ablation evaluator in float32 at batch size 4096 over the full test split. As a
649,tab:ablation,0.221894,0.221894,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A RMSE(log)]],0.22189425443277289,line,ROUNDED-OK,Call & per-query & 0.999977 & 0.991044 & 0.221894 \\
649,tab:ablation,0.991044,0.991044,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A R2(log)]],0.9910440400919907,line,ROUNDED-OK,Call & per-query & 0.999977 & 0.991044 & 0.221894 \\
649,tab:ablation,0.999977,0.999977,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A R2(price)]],0.9999769213678237,line,ROUNDED-OK,Call & per-query & 0.999977 & 0.991044 & 0.221894 \\
650,tab:ablation,0.800103,0.800103,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=call&model_variant=scalar_sigma.r2_log_filtered  [scalar-sigma ablation table, call/scalar_sigma (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",0.8001026403145495,global,ROUNDED-OK,Call & scalar (market state only) & 0.999825 & 0.800103 & 1.048319 \\
650,tab:ablation,0.999825,0.999825,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=call&model_variant=scalar_sigma.r2_price  [scalar-sigma ablation table, call/scalar_sigma (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",0.9998254090272592,global,ROUNDED-OK,Call & scalar (market state only) & 0.999825 & 0.800103 & 1.048319 \\
650,tab:ablation,1.048319,1.048319,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=call&model_variant=scalar_sigma.rmse_log  [scalar-sigma ablation table, call/scalar_sigma (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",1.048319141169794,global,ROUNDED-OK,Call & scalar (market state only) & 0.999825 & 0.800103 & 1.048319 \\
651,tab:ablation,0.294136,0.294136,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_v5  [by-line review: put IV-surface architecture-A RMSE(log)]],0.29413612316348053,line,ROUNDED-OK,Put  & per-query & 0.992553 & 0.977898 & 0.294136 \\
651,tab:ablation,0.977898,0.977898,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_v5  [by-line review: put IV-surface architecture-A R2(log)]],0.9778980973298367,line,ROUNDED-OK,Put  & per-query & 0.992553 & 0.977898 & 0.294136 \\
651,tab:ablation,0.992553,0.992553,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_v5  [by-line review: put IV-surface architecture-A R2(price)]],0.9925532371315967,line,ROUNDED-OK,Put  & per-query & 0.992553 & 0.977898 & 0.294136 \\
652,tab:ablation,-0.316871,-0.316871,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=put&model_variant=scalar_sigma.r2_log_filtered  [scalar-sigma ablation table, put/scalar_sigma (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",-0.3168712644166485,global,ROUNDED-OK,Put  & scalar (market state only) & $-3.090190$ & $-0.316871$ & 2.270415 \\
652,tab:ablation,-3.090190,-3.09019,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=put&model_variant=scalar_sigma.r2_price  [scalar-sigma ablation table, put/scalar_sigma (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",-3.0901904313264055,global,ROUNDED-OK,Put  & scalar (market state only) & $-3.090190$ & $-0.316871$ & 2.270415 \\
652,tab:ablation,2.270415,2.270415,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=put&model_variant=scalar_sigma.rmse_log  [scalar-sigma ablation table, put/scalar_sigma (analysis/eval_ablation.py, CPU, EVAL_BATCH_SIZE 4096)]",2.270414717728484,global,ROUNDED-OK,Put  & scalar (market state only) & $-3.090190$ & $-0.316871$ & 2.270415 \\
657,Ablation: per-query volatility conditioning,0.800,0.8,experiment output,results/ablation_scalar_sigma_v5.json,rows.option_type=call&model_variant=scalar_sigma.r2_log_filtered  [rounded restatement of the scalar-sigma ablation call r2_log_filtered],0.8001026403145495,global,ROUNDED-OK,Removing per-contract conditioning drops call $R^2(\log)$ from 0.991 to 0.800 and put $R^2(\log)$ from
657,Ablation: per-query volatility conditioning,0.991,0.991,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,"r2_log_filtered  [rounded restatement of the Table T1 call/results_vol_surface_v5 r2_log_filtered  [by-line review: call IV-surface architecture-A R2(log), to three decimals]]",0.9910440400919907,line,ROUNDED-OK,Removing per-contract conditioning drops call $R^2(\log)$ from 0.991 to 0.800 and put $R^2(\log)$ from
658,Ablation: per-query volatility conditioning,-0.32,-0.32,experiment output,results/ablation_scalar_sigma_v5.json,"rows.option_type=put&model_variant=scalar_sigma.r2_log_filtered  [put scalar-sigma R2(log), canonical CPU evaluator (-0.316871), quoted to two decimals in the abstract, Section results-ablation and the Conclusion because results/ablation_evaluator_consistency_v5.json shows the scalar-sigma log metric is only ~1e-2 reproducible across device paths and decoder precisions (Appendix numstab); Table tab:ablation keeps the six-decimal value  [by-line review: put scalar-sigma control R2(log), quoted to two decimals]]",-0.3168712644166485,line,ROUNDED-OK,0.978 to about $-0.32$; the scalar-$\hat\sigma$ log-space figures are quoted to two decimals because
658,Ablation: per-query volatility conditioning,0.978,0.978,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,"r2_log_filtered  [rounded restatement of the Table T1 put/results_vol_surface_v5 r2_log_filtered  [by-line review: put IV-surface architecture-A R2(log), to three decimals]]",0.9778980973298367,line,ROUNDED-OK,0.978 to about $-0.32$; the scalar-$\hat\sigma$ log-space figures are quoted to two decimals because
661,Ablation: per-query volatility conditioning,-3.090,-3.09,experiment output,results/ablation_scalar_sigma_v5.json,rows.option_type=put&model_variant=scalar_sigma.r2_price  [rounded restatement of the scalar-sigma ablation put r2_price  [by-line review: put scalar-sigma control R2(price)]],-3.0901904313264055,line,ROUNDED-OK,"0.993 to $-3.090$, worse than always predicting the mean price. Both rows are single-seed (seed 42,"
661,Ablation: per-query volatility conditioning,0.993,0.993,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,"r2_price  [rounded restatement of the Table T1 put/results_vol_surface_v5 r2_price  [by-line review: put IV-surface architecture-A R2(price), to three decimals]]",0.9925532371315967,line,ROUNDED-OK,"0.993 to $-3.090$, worse than always predicting the mean price. Both rows are single-seed (seed 42,"
661,Ablation: per-query volatility conditioning,42,42.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,seed  [canonical seed for all twelve core runs],42.0,global,EXACT,"0.993 to $-3.090$, worse than always predicting the mean price. Both rows are single-seed (seed 42,"
662,Ablation: per-query volatility conditioning,-3.090,-3.09,experiment output,results/ablation_scalar_sigma_v5.json,rows.option_type=put&model_variant=scalar_sigma.r2_price  [rounded restatement of the scalar-sigma ablation put r2_price  [by-line review: put scalar-sigma control R2(price)]],-3.0901904313264055,line,ROUNDED-OK,"Section~\ref{sec:ablation-method}), so the exact figure $-3.090$ describes this one run and should not"
686,fig:f2,30,30.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,"float(J('train_model_v3/call/results_vol_surface_v5/config.json','data_provenance.phase1.phase1_am_settle_time_et').split(':')[1])  [the 30 of 09:30 ET; the same literal is also a Figure F2 maturity-bucket edge (7--30d, 30--90d)]",30.0,global,DERIVED,"\caption{\textbf{Smile recovery on three test dates $\times$ three maturity buckets} (short 7--30d,"
686,fig:f2,7,7.0,theoretical constant,,Figure F2 maturity-bucket edge (short 7--30 days)  [Figure F2 maturity-bucket edge (short 7--30 days)],7.0,global,EXACT,"\caption{\textbf{Smile recovery on three test dates $\times$ three maturity buckets} (short 7--30d,"
687,fig:f2,30,30.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,"float(J('train_model_v3/call/results_vol_surface_v5/config.json','data_provenance.phase1.phase1_am_settle_time_et').split(':')[1])  [the 30 of 09:30 ET; the same literal is also a Figure F2 maturity-bucket edge (7--30d, 30--90d)]",30.0,global,DERIVED,"medium 30--90d, long 90--365d): market implied volatility, the per-query"
687,fig:f2,365,365.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,data_provenance.phase1.phase1_day_count  [day-count convention (365) used for T_years; also a Figure F2 bucket edge],365.0,global,EXACT,"medium 30--90d, long 90--365d): market implied volatility, the per-query"
687,fig:f2,90,90.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,"results.option_type=call.grid.abs_delta_bounds.1  [upper |delta| bound of the OptionMetrics standardized surface grid, as read off the grid itself; the same literal is also a Figure F2 maturity-bucket edge (90 days)]",90.0,global,EXACT,"medium 30--90d, long 90--365d): market implied volatility, the per-query"
687,fig:f2,90,90.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,"results.option_type=call.grid.abs_delta_bounds.1  [upper |delta| bound of the OptionMetrics standardized surface grid, as read off the grid itself; the same literal is also a Figure F2 maturity-bucket edge (90 days)]",90.0,global,EXACT,"medium 30--90d, long 90--365d): market implied volatility, the per-query"
699,Error stratification by moneyness and maturity,0,0.0,theoretical constant,,"the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured  [the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured]",0.0,global,EXACT,"ill-conditioning of the inverse map $\log(\text{price}) \to \sigma$ as $T \to 0$, since the sensitivity"
701,Error stratification by moneyness and maturity,1,1.0,theoretical constant,,"the 1x1-convolution skip connections, the 1-D native form of the history tensors, and the T <= 1 day maturity cut; definitional or config (see 24 hours)  [the 1x1-convolution skip connections, the 1-D native form of the history tensors, and the T <= 1 day maturity cut; definitional or config (see 24 hours)]",1.0,global,EXACT,degenerate or unfittable region of the input: this dataset contains no contracts with $T \leq 1$ day by
718,fig:f3,5,5.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,patience_adam  [early-stopping patience in each phase; the same literal is also the SPX-history grid width (21x5) and Figure F3's 5x9 grid],5.0,global,EXACT,"\caption{\textbf{RMSE($\log V/K$) over a $5 \times 9$ maturity $\times$ log-moneyness grid}, full test"
718,fig:f3,9,9.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,"float(J('train_model_v3/call/results_vol_surface_v5/config.json','data_provenance.phase1.phase1_am_settle_time_et').split(':')[0])  [the 9 of the 09:30 ET AM settlement print; the same literal is also Figure F3's 5x9 log-moneyness grid]",9.0,global,DERIVED,"\caption{\textbf{RMSE($\log V/K$) over a $5 \times 9$ maturity $\times$ log-moneyness grid}, full test"
734,tab:baselines-call,0.0014,0.0014,derived statistic,results/baselines_v5.json,"max(J('results/baselines_v5.json','records.option_type=call&baseline=intrinsic_zero_vol.metrics.all.r2_price'),J('results/baselines_v5.json','records.option_type=call&baseline=const_sigma.metrics.all.r2_price'),J('results/baselines_v5.json','records.option_type=call&baseline=const_sigma_pxfit.metrics.all.r2_price'),J('results/baselines_v5.json','records.option_type=call&baseline=surface_spline.metrics.all.r2_price'),J('train_model_v3/call/results_vol_surface_v5/metrics.json','r2_price')) - min(J('results/baselines_v5.json','records.option_type=call&baseline=intrinsic_zero_vol.metrics.all.r2_price'),J('results/baselines_v5.json','records.option_type=call&baseline=const_sigma.metrics.all.r2_price'),J('results/baselines_v5.json','records.option_type=call&baseline=const_sigma_pxfit.metrics.all.r2_price'),J('results/baselines_v5.json','records.option_type=call&baseline=surface_spline.metrics.all.r2_price'),J('train_model_v3/call/results_vol_surface_v5/metrics.json','r2_price'))  [spread of the five call price-R2 values in tab:baselines-call  [by-line review: spread of the five call baseline R2(price) values]]",0.0013961064474681262,line,DERIVED,"0.0014 range, so this metric alone does not discriminate pricers on this dataset. The log-space column"
743,tab:baselines-call,-16.806016,-16.806016,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=intrinsic_zero_vol.metrics.all.r2_log_filtered  [baseline table, call intrinsic_zero_vol]",-16.806016234362392,global,ROUNDED-OK,Zero-volatility limit (discounted forward intrinsic) & 0.998586 & $-16.806016$ \\
743,tab:baselines-call,0.998586,0.998586,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=intrinsic_zero_vol.metrics.all.r2_price  [baseline table, call intrinsic_zero_vol]",0.9985863019037233,global,ROUNDED-OK,Zero-volatility limit (discounted forward intrinsic) & 0.998586 & $-16.806016$ \\
744,tab:baselines-call,0.1933,0.1933,experiment output,results/baselines_v5.json,records.option_type=call&baseline=const_sigma.params.sigma  [constant sigma fitted on the training split],0.19325470201799802,global,ROUNDED-OK,"Constant $\hat\sigma$, log-MSE fit ($\sigma{=}0.1933$) & 0.999706 & 0.620788 \\"
744,tab:baselines-call,0.620788,0.620788,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=const_sigma.metrics.all.r2_log_filtered  [baseline table, call const_sigma]",0.620788188389169,global,ROUNDED-OK,"Constant $\hat\sigma$, log-MSE fit ($\sigma{=}0.1933$) & 0.999706 & 0.620788 \\"
744,tab:baselines-call,0.999706,0.999706,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=const_sigma.metrics.all.r2_price  [baseline table, call const_sigma]",0.9997061687657868,global,ROUNDED-OK,"Constant $\hat\sigma$, log-MSE fit ($\sigma{=}0.1933$) & 0.999706 & 0.620788 \\"
745,tab:baselines-call,0.1761,0.1761,experiment output,results/baselines_v5.json,records.option_type=call&baseline=const_sigma_pxfit.params.sigma  [constant sigma fitted on the training split],0.17612462702439763,global,ROUNDED-OK,"Constant $\hat\sigma$, price-MSE fit ($\sigma{=}0.1761$) & 0.999800 & 0.640351 \\"
745,tab:baselines-call,0.640351,0.640351,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=const_sigma_pxfit.metrics.all.r2_log_filtered  [baseline table, call const_sigma_pxfit]",0.6403506416081941,global,ROUNDED-OK,"Constant $\hat\sigma$, price-MSE fit ($\sigma{=}0.1761$) & 0.999800 & 0.640351 \\"
745,tab:baselines-call,0.999800,0.9998,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=const_sigma_pxfit.metrics.all.r2_price  [baseline table, call const_sigma_pxfit]",0.9997995931028028,global,ROUNDED-OK,"Constant $\hat\sigma$, price-MSE fit ($\sigma{=}0.1761$) & 0.999800 & 0.640351 \\"
746,tab:baselines-call,0.764181,0.764181,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=surface_spline.metrics.all.r2_log_filtered  [baseline table, call surface_spline]",0.7641812033041802,global,ROUNDED-OK,IV-surface spline interpolation & 0.999982 & 0.764181 \\
746,tab:baselines-call,0.999982,0.999982,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=surface_spline.metrics.all.r2_price  [baseline table, call surface_spline]",0.9999824083511915,global,ROUNDED-OK,IV-surface spline interpolation & 0.999982 & 0.764181 \\
747,tab:baselines-call,0.991044,0.991044,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A R2(log)]],0.9910440400919907,line,ROUNDED-OK,"Best neural model (IV surface, A) & 0.999977 & \textbf{0.991044} \\"
747,tab:baselines-call,0.999977,0.999977,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A R2(price)]],0.9999769213678237,line,ROUNDED-OK,"Best neural model (IV surface, A) & 0.999977 & \textbf{0.991044} \\"
765,tab:baselines-put,-34.203142,-34.203142,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=intrinsic_zero_vol.metrics.all.r2_log_filtered  [baseline table, put intrinsic_zero_vol]",-34.2031419681709,global,ROUNDED-OK,Zero-volatility limit (discounted forward intrinsic) & 0.535219 & $-34.203142$ \\
765,tab:baselines-put,0.535219,0.535219,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=intrinsic_zero_vol.metrics.all.r2_price  [baseline table, put intrinsic_zero_vol  [by-line review: put zero-volatility-limit baseline R2(price)]]",0.5352188288852213,line,ROUNDED-OK,Zero-volatility limit (discounted forward intrinsic) & 0.535219 & $-34.203142$ \\
766,tab:baselines-put,-0.388064,-0.388064,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=const_sigma.metrics.all.r2_log_filtered  [baseline table, put const_sigma]",-0.38806354752985595,global,ROUNDED-OK,"Constant $\hat\sigma$, log-MSE fit ($\sigma{=}0.4758$) & $-2.358206$ & $-0.388064$ \\"
766,tab:baselines-put,-2.358206,-2.358206,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=const_sigma.metrics.all.r2_price  [baseline table, put const_sigma  [by-line review: put constant-sigma (log-MSE fit) baseline R2(price)]]",-2.3582060837437377,line,ROUNDED-OK,"Constant $\hat\sigma$, log-MSE fit ($\sigma{=}0.4758$) & $-2.358206$ & $-0.388064$ \\"
766,tab:baselines-put,0.4758,0.4758,experiment output,results/baselines_v5.json,records.option_type=put&baseline=const_sigma.params.sigma  [constant sigma fitted on the training split  [by-line review: sigma of the put constant-sigma log-MSE-fit baseline]],0.4757555137668392,line,ROUNDED-OK,"Constant $\hat\sigma$, log-MSE fit ($\sigma{=}0.4758$) & $-2.358206$ & $-0.388064$ \\"
767,tab:baselines-put,-3.358130,-3.35813,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=const_sigma_pxfit.metrics.all.r2_log_filtered  [baseline table, put const_sigma_pxfit  [by-line review: put constant-sigma (price-MSE fit) baseline R2(log)]]",-3.3581295313989505,line,ROUNDED-OK,"Constant $\hat\sigma$, price-MSE fit ($\sigma{=}0.2063$) & 0.925761 & $-3.358130$ \\"
767,tab:baselines-put,0.2063,0.2063,experiment output,results/baselines_v5.json,records.option_type=put&baseline=const_sigma_pxfit.params.sigma  [constant sigma fitted on the training split  [by-line review: sigma of the put constant-sigma price-MSE-fit baseline]],0.20627925385371734,line,ROUNDED-OK,"Constant $\hat\sigma$, price-MSE fit ($\sigma{=}0.2063$) & 0.925761 & $-3.358130$ \\"
767,tab:baselines-put,0.925761,0.925761,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=const_sigma_pxfit.metrics.all.r2_price  [baseline table, put const_sigma_pxfit  [by-line review: put constant-sigma (price-MSE fit) baseline R2(price)]]",0.9257608021281251,line,ROUNDED-OK,"Constant $\hat\sigma$, price-MSE fit ($\sigma{=}0.2063$) & 0.925761 & $-3.358130$ \\"
768,tab:baselines-put,-2.518559,-2.518559,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=surface_spline.metrics.all.r2_log_filtered  [baseline table, put surface_spline  [by-line review: put IV-surface-spline baseline R2(log)]]",-2.518558932468415,line,ROUNDED-OK,IV-surface spline interpolation & 0.996594 & $-2.518559$ \\
768,tab:baselines-put,0.996594,0.996594,experiment output,results/baselines_v5.json,"records.option_type=put&baseline=surface_spline.metrics.all.r2_price  [baseline table, put surface_spline  [by-line review: put IV-surface-spline baseline R2(price)]]",0.9965944957550128,line,ROUNDED-OK,IV-surface spline interpolation & 0.996594 & $-2.518559$ \\
769,tab:baselines-put,0.981298,0.981298,experiment output,train_model_v3/put/results_vol_surface_don_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_don_v5  [by-line review: put IV-surface architecture-B R2(log)]],0.9812983540582504,line,ROUNDED-OK,"Best neural model (IV surface, B) & 0.993780 & \textbf{0.981298} \\"
769,tab:baselines-put,0.993780,0.99378,experiment output,train_model_v3/put/results_vol_surface_don_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_don_v5  [by-line review: put IV-surface architecture-B R2(price)]],0.9937798418402081,line,ROUNDED-OK,"Best neural model (IV surface, B) & 0.993780 & \textbf{0.981298} \\"
